slug,corpus,cycle,k,attestation,trust_chain,least_privilege,declarative_policy,continuous_adaptive,immutability,audit_evidence,cryptographic_identity,segmentation,s2_x,s2_y,s2_z,gap,collision_class_id,collision_class_size
MAINTAINER,docs,1,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
MILESTONE,docs,1,5,0,1,0,0,0,1,1,1,1,-0.38819535343744727,0.06996746774779924,-0.9189172547223913,1.9704138446947794,38,2
MISSION,docs,1,7,1,1,0,1,0,1,1,1,1,0.5435009284695719,0.6279280210776734,0.5570575743118392,0.7712058590257441,10,12
MITIGATE,docs,1,6,1,1,1,0,0,1,1,1,0,0.42633613420879296,0.8880371353750643,0.17212654316737971,1.1721719859149764,39,1
ONBOARDING,docs,1,2,0,0,0,0,0,1,0,1,0,-0.7177104617740893,-0.09970565021854838,0.6891665084538859,1.3906570804354683,40,8
OPTS,docs,1,6,1,1,0,0,0,1,1,1,1,0.39960424564710456,0.8949661516850658,0.19837347150975704,1.1717790726717134,5,8
PLAN,docs,1,4,1,0,0,0,0,1,1,1,0,-0.5562940653958789,0.7164977791201026,0.42091310899197026,1.5141085868930937,41,5
PR,docs,1,7,1,1,0,1,0,1,1,1,1,0.5435009284695719,0.6279280210776734,0.5570575743118392,0.7712058590257441,10,12
SELF,docs,1,6,1,0,1,0,0,1,1,1,1,0.5907366164959379,0.7779427742897161,-0.21409177906064225,1.3013600353557588,42,2
SER,docs,1,4,0,0,0,0,0,1,1,1,1,-0.9910510153279971,-0.12472928243928906,-0.04754462240386612,1.8368625206091365,43,1
SOUL,docs,1,5,0,1,0,0,0,1,1,1,1,-0.38819535343744727,0.06996746774779924,-0.9189172547223913,1.9704138446947794,38,2
SPEC,docs,1,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
THREAT_MODEL,docs,1,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
TODO,docs,1,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
ADR,docs,2,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ARCHITECTURE,docs,2,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
BLOCKERS,docs,2,6,1,1,0,1,0,1,1,1,0,0.24769067222963437,0.8200520476731016,0.5159108159339024,1.0467889102125898,44,37
CITATION,docs,2,7,1,1,1,0,0,1,1,1,1,0.7817101147709021,0.5059332901227703,0.3646379058880355,0.7271616286132238,9,28
CI_MAP,docs,2,8,1,1,1,1,1,1,1,1,0,0.8472372838308261,-0.066985970128512,0.5269742542979745,0.2731548457248265,45,17
FUTURE,docs,2,7,1,1,1,0,0,1,1,1,1,0.7817101147709021,0.5059332901227703,0.3646379058880355,0.7271616286132238,9,28
LEARN,docs,2,4,1,0,0,1,0,1,1,0,0,-0.3207796294973044,0.7118927179299712,0.6247472988799957,1.2948042108201008,23,24
MAINTAINER,docs,2,4,1,0,0,1,0,1,1,0,0,-0.3207796294973044,0.7118927179299712,0.6247472988799957,1.2948042108201008,23,24
MILESTONE,docs,2,7,1,1,0,1,0,1,1,1,1,0.5435009284695719,0.6279280210776734,0.5570575743118392,0.7712058590257441,10,12
MISSION,docs,2,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
MITIGATE,docs,2,7,1,1,1,1,0,1,1,1,0,0.5609204735877651,0.6197204833384787,0.5489214377675549,0.7624999093447389,36,11
ONBOARDING,docs,2,5,1,0,0,1,0,1,1,1,0,-0.13570411456668954,0.8994868412945792,0.41534060194925704,1.332755187308253,46,27
OPTS,docs,2,7,1,1,1,0,0,1,1,1,1,0.7817101147709021,0.5059332901227703,0.3646379058880355,0.7271616286132238,9,28
PLAN,docs,2,5,1,1,0,0,0,1,1,1,0,-0.14520953214127372,0.9325944305502836,0.3304267239221197,1.385900063858775,47,7
PR,docs,2,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
SELF,docs,2,7,1,1,1,0,0,1,1,1,1,0.7817101147709021,0.5059332901227703,0.3646379058880355,0.7271616286132238,9,28
SER,docs,2,6,1,0,0,1,0,1,1,1,1,0.34195305400484943,0.893070333576271,0.29239269509125004,1.1456637973612787,21,2
SOUL,docs,2,7,1,1,0,1,0,1,1,1,1,0.5435009284695719,0.6279280210776734,0.5570575743118392,0.7712058590257441,10,12
SPEC,docs,2,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
THREAT_MODEL,docs,2,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
TODO,docs,2,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ADR,docs,3,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ARCHITECTURE,docs,3,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
BLOCKERS,docs,3,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
CITATION,docs,3,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
CI_MAP,docs,3,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
FUTURE,docs,3,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
LEARN,docs,3,5,1,1,0,1,0,1,1,0,0,-0.04250775481128915,0.7856011156490595,0.6172713972572003,1.1531939715514932,30,25
MAINTAINER,docs,3,5,1,1,0,1,0,1,1,0,0,-0.04250775481128915,0.7856011156490595,0.6172713972572003,1.1531939715514932,30,25
MILESTONE,docs,3,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
MISSION,docs,3,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MITIGATE,docs,3,8,1,1,1,1,1,1,1,1,0,0.8472372838308261,-0.066985970128512,0.5269742542979745,0.2731548457248265,45,17
ONBOARDING,docs,3,6,1,1,0,1,0,1,1,1,0,0.24769067222963437,0.8200520476731016,0.5159108159339024,1.0467889102125898,44,37
OPTS,docs,3,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
PLAN,docs,3,7,1,1,1,0,0,1,1,1,1,0.7817101147709021,0.5059332901227703,0.3646379058880355,0.7271616286132238,9,28
PR,docs,3,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SELF,docs,3,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
SER,docs,3,7,1,1,0,1,0,1,1,1,1,0.5435009284695719,0.6279280210776734,0.5570575743118392,0.7712058590257441,10,12
SOUL,docs,3,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
SPEC,docs,3,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
THREAT_MODEL,docs,3,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
TODO,docs,3,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ADR,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ARCHITECTURE,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
BLOCKERS,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
CITATION,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
CI_MAP,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
FUTURE,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
LEARN,docs,4,7,1,1,1,1,0,1,1,0,1,0.5447508267195296,0.593660191811017,0.5922956301099103,0.7306301643059945,33,35
MAINTAINER,docs,4,7,1,1,1,1,0,1,1,0,1,0.5447508267195296,0.593660191811017,0.5922956301099103,0.7306301643059945,33,35
MILESTONE,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MISSION,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MITIGATE,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ONBOARDING,docs,4,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
OPTS,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
PLAN,docs,4,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
PR,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SELF,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SER,docs,4,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
SOUL,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SPEC,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
THREAT_MODEL,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
TODO,docs,4,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ADR,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ARCHITECTURE,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
BLOCKERS,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
CITATION,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
CI_MAP,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
FUTURE,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
LEARN,docs,5,8,1,1,1,1,1,1,1,0,1,0.8276549961399876,-0.026085738015399,0.560630664195876,0.24668285835501796,25,42
MAINTAINER,docs,5,8,1,1,1,1,1,1,1,0,1,0.8276549961399876,-0.026085738015399,0.560630664195876,0.24668285835501796,25,42
MILESTONE,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MISSION,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MITIGATE,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ONBOARDING,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
OPTS,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
PLAN,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
PR,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SELF,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SER,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SOUL,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SPEC,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
THREAT_MODEL,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
TODO,docs,5,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ADR,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ARCHITECTURE,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
BLOCKERS,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
CITATION,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
CI_MAP,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
FUTURE,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
LEARN,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MAINTAINER,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MILESTONE,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MISSION,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
MITIGATE,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ONBOARDING,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
OPTS,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
PLAN,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
PR,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SELF,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SER,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SOUL,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
SPEC,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
THREAT_MODEL,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
TODO,docs,6,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
0pointer-poettering-systemd-vision-2026-07-23,refs,1,8,1,1,1,0,1,1,1,1,1,0.760081539205725,-0.30745782868403515,0.5724908185635421,0.2669410895654686,4,8
actions-checkout-v6-includeif-investigation-2026-07-29,refs,1,2,0,0,1,0,0,0,0,1,0,-0.6152095750277478,-0.28693082543389786,0.7342941373931838,1.2992652757675975,48,5
adr-033-misbehavior-cutoff-policy-2026-07-28,refs,1,2,1,0,0,0,0,0,1,0,0,-0.6008005183007077,0.29940181353817663,0.741213391176692,1.3379289933199003,49,54
adr-033-prior-art-search-2026-07-28,refs,1,2,0,0,0,1,0,0,0,0,1,-0.7302211852576949,-0.12343977044967974,0.6719669959694282,1.4037802975700082,50,1
arm64-ftpm-phase-f0-2026-07-23,refs,1,3,1,0,0,0,0,0,1,1,0,-0.7511334269475812,0.35296648224518606,0.557864891648006,1.507491620600749,51,21
arm64-path-a-b-board-status-2026-07-23,refs,1,5,1,1,0,0,0,1,1,1,0,-0.14520953214127372,0.9325944305502836,0.3304267239221197,1.385900063858775,47,7
arm64-rk-board-status-2026-07-17,refs,1,1,0,1,0,0,0,0,0,0,0,-0.6081736362463723,-0.051041564889270606,0.7921613388878048,1.2832871074712857,52,8
arm64-zstd-efi-zboot-bcvk-2026-07-23,refs,1,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
arxiv-2607.09967-vs-learned-latent-curve-2026-08-04,refs,1,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
assets-repo-repoint-verification-2026-07-28,refs,1,1,0,0,0,1,0,0,0,0,0,-0.6088675156318976,-0.020683551785226854,0.7930022314557436,1.2858206077380687,54,6
attested-bootc-gpu-cutover-2026-07-30,refs,1,8,1,1,1,1,0,1,1,1,1,0.6484564351097944,0.3633061646667195,0.6689640367612114,0.48013627704469514,1,107
bcvk-swtpm-ci-2026-07-23,refs,1,2,0,0,0,0,0,1,0,1,0,-0.7177104617740893,-0.09970565021854838,0.6891665084538859,1.3906570804354683,40,8
bootc-composefs-sealed-flow-2026-07-22,refs,1,4,1,0,1,0,0,1,0,1,0,-0.8938864070431446,0.4478466822767038,-0.020011008901266166,1.825242264611236,55,1
bootc-dev-org-releases-2026-07-23,refs,1,2,0,0,1,0,0,0,0,1,0,-0.6152095750277478,-0.28693082543389786,0.7342941373931838,1.2992652757675975,48,5
bootc-upgrade-rollback-sysext-portable-test-spec-2026-08-04,refs,1,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
ci-evidence-2026-07-21,refs,1,4,0,0,1,1,0,0,1,1,0,-0.952321998979806,-0.30477913698520126,-0.013874001501454129,1.7978720774179122,56,1
covenant-conflict-policy-2026-07-25,refs,1,6,1,1,0,1,0,1,1,1,0,0.24769067222963437,0.8200520476731016,0.5159108159339024,1.0467889102125898,44,37
current-position-evidence-2026-07-25,refs,1,4,1,0,0,0,0,1,1,1,0,-0.5562940653958789,0.7164977791201026,0.42091310899197026,1.5141085868930937,41,5
curve-guided-rsi-and-self-differential-2026-08-04,refs,1,5,1,0,1,0,0,1,1,0,1,-0.1349934752878689,0.9908093459937285,0.00857913289229603,1.5463153852433875,57,1
curve-guided-rsi-v1-cycle4-all-skills-2026-08-04,refs,1,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
curve-guided-rsi-v1-cycles-2-3-run-2026-08-04,refs,1,5,0,0,1,0,1,1,0,1,1,-0.0895492767322314,-0.6933845278074718,0.7149816946145849,0.9583769489070654,58,1
curve-guided-rsi-v1-fitness-test-run-2026-08-04,refs,1,7,1,0,1,1,1,1,1,0,1,0.9719605614517852,-0.18322996273432088,0.14737519376988095,0.6606380380025785,15,2
curve-guided-rsi-v2-cycle5-deep-research-2026-08-04,refs,1,5,1,0,0,0,0,1,1,1,1,-0.2473192041132304,0.9688983733907929,-0.008315847369561825,1.6006014987917419,59,1
customer-roi-model-2026-07-25,refs,1,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
customer-roi-model-2026-07-26,refs,1,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
cycle4-results-2026-08-06,refs,1,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
cycle5-results-2026-08-06,refs,1,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
days-0-30-safe-offer-2026-07-25,refs,1,3,0,1,0,0,0,0,1,1,0,-0.8812879819930367,-0.06712413574021718,0.46778824610690023,1.5764411487360288,60,6
days-31-60-narrow-product-2026-07-25,refs,1,3,0,1,0,0,0,1,0,1,0,-0.9002726080006143,-0.09504102702681709,0.4248251810632936,1.6022834701450692,35,2
days-61-90-willingness-to-pay-2026-07-25,refs,1,3,1,0,0,0,0,1,0,1,0,-0.7726715457282436,0.36476759374864204,0.5195414179569829,1.5363022220855374,61,1
debug-with-cli-2026-08-01,refs,1,4,1,0,0,0,0,1,0,1,1,-0.8795212589488886,0.47562588419838797,0.014912187547898184,1.8075703933247145,62,2
decisions-deferrals-rejected-models-2026-07-25,refs,1,3,0,1,0,0,0,0,1,1,0,-0.8812879819930367,-0.06712413574021718,0.46778824610690023,1.5764411487360288,60,6
differential-curve-use-case-skill-land-grab-detection-2026-08-04,refs,1,4,1,0,1,0,0,1,1,0,0,-0.5079673528368457,0.7610449977768751,0.40345963839115756,1.5043548904652457,63,1
digest-bump-checklist-2026-07-25,refs,1,5,1,0,0,1,0,1,1,1,0,-0.13570411456668954,0.8994868412945792,0.41534060194925704,1.332755187308253,46,27
docker-bake-consolidation-2026-07-17,refs,1,2,0,0,0,1,0,0,0,1,0,-0.7040638745188903,-0.13923540189213834,0.6963530451268113,1.3770251792703974,64,3
docker-build-policies-reference-2026-07-23,refs,1,3,1,0,0,1,0,0,1,0,0,-0.5625216293169523,0.5148744541610261,0.6468954420947691,1.387423558210774,65,10
edgeless-reproducible-mkosi-research-2026-07-30,refs,1,4,1,0,0,0,0,1,1,1,0,-0.5562940653958789,0.7164977791201026,0.42091310899197026,1.5141085868930937,41,5
endlessh-openwrt-fit-2026-07-17,refs,1,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
entity-governance-legal-2026-07-25,refs,1,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
external-benchmarks-sources-2026-07-25,refs,1,2,0,1,0,0,0,0,0,1,0,-0.6905912296933844,-0.18114476719154948,0.7001930639400097,1.364942433259221,67,5
external-benchmarks-sources-2026-07-26,refs,1,2,0,1,0,0,0,0,0,1,0,-0.6905912296933844,-0.18114476719154948,0.7001930639400097,1.364942433259221,67,5
fedora-bootc-base-images-status-2026-07-23,refs,1,2,0,0,0,0,0,1,0,1,0,-0.7177104617740893,-0.09970565021854838,0.6891665084538859,1.3906570804354683,40,8
fido2-ci-emulator-status-2026-07-23,refs,1,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
firmware-rk-workflow-2026-07-17,refs,1,2,0,1,0,0,0,0,0,0,1,-0.7177785591143473,-0.1694639783319374,0.6753339174983322,1.3923445274116013,68,1
first-90-days-2026-07-25,refs,1,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
first-90-days-2026-07-28,refs,1,2,0,0,0,0,0,1,0,1,0,-0.7177104617740893,-0.09970565021854838,0.6891665084538859,1.3906570804354683,40,8
fork-upstream-drift-detection-schedule-2026-08-04,refs,1,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
frost-panfrost-lockout-2026-07-17,refs,1,2,0,0,0,0,0,1,0,0,1,-0.742606398959762,-0.07992056835945462,0.6649424328294266,1.4167884216086413,69,2
gap-map-hyperspherical-harmonic-curve-2026-08-05,refs,1,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
hyperspherical-harmonic-curve-2026-08-05,refs,1,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
hyperspherical-harmonic-curve-v1-fit-2026-08-05,refs,1,7,1,1,0,1,0,1,1,1,1,0.5435009284695719,0.6279280210776734,0.5570575743118392,0.7712058590257441,10,12
image-builder-cli-fork-status-2026-07-23,refs,1,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
kernel-rootfs-split-2026-07-29,refs,1,2,0,0,0,0,0,1,0,1,0,-0.7177104617740893,-0.09970565021854838,0.6891665084538859,1.3906570804354683,40,8
learned-latent-curve-rsi-v10-2026-08-03,refs,1,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
learned-latent-curve-rsi-v11-v12-2026-08-03,refs,1,1,0,0,0,0,0,0,1,0,0,-0.5960860636841963,0.015180040208573144,0.8027770369540639,1.2766694943962358,66,142
learned-latent-curve-skill-quality-map-2026-08-03,refs,1,2,0,0,1,0,0,0,0,1,0,-0.6152095750277478,-0.28693082543389786,0.7342941373931838,1.2992652757675975,48,5
learned-latent-curve-yubios-artifact-primitives-coverage-flow-2026-08-04,refs,1,9,1,1,1,1,1,1,1,1,1,0.6722376930131564,-0.11210645872304956,0.7317982139940807,0,0,795
libvfio-user-bundle-decision-2026-07-30,refs,1,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
luks-fido2-e2e-test-2026-07-23,refs,1,2,0,0,0,0,0,1,0,1,0,-0.7177104617740893,-0.09970565021854838,0.6891665084538859,1.3906570804354683,40,8
metrics-and-reporting-2026-07-25,refs,1,1,0,0,0,0,0,0,0,1,0,-0.5610398352955238,-0.13987861894517217,0.8158849644242518,1.2364527230397757,53,33
mkosi-bcvk-fork-status-2026-07-23,refs,1,4,0,1,0,0,0,1,0,1,1,-0.8865208241493052,-0.46067283586438645,-0.04314355857252551,1.775320079582447,70,1
naming-licensing-provenance-2026-07-25,refs,1,4,0,1,0,1,0,0,1,1,0,-0.9809988110766195,0.18519317480702982,-0.0578344246202217,1.8560974420857028,71,2
negative-skill-space-2026-07-28,refs,1,0,0,0,0,0,0,0,0,0,0,-0.5017214028247111,-0.054836368536607234,0.863289410703804,1.1826875144105402,37,204
offer-pricing-architecture-2026-07-25,refs,1,2,0,1,0,0,0,0,0,1,0,-0.6905912296933844,-0.18114476719154948,0.7001930639400097,1.364942433259221,67,5
openwrt-deception-proof-plan-2026-07-17,refs,1,1,0,0,0,0,0,0,0,0,1,-0.5799792611303837,-0.13299044262204365,0.8037024317680314,1.2544535294548387,2,10
openwrt-wireguard-deception-lan-prototype-2026-07-25,refs,1,1,0,0,0,0,0,0,0,0,1,-0.5799792611303837,-0.13299044262204365,0.8037024317680314,1.2544535294548387,2,10
operating-covenant-2026-07-25,refs,1,7,1,1,0,1,0,1,1,1,1,0.5435009284695719,0.6279280210776734,0.5570575743118392,0.7712058590257441,10,12
